서울,2024-02-29 00:00,흐리고 비,4,7
서울,2024-02-29 12:00,흐리고 비,4,7
서울,2024-03-01 00:00,맑음,-2,1
서울,2024-03-01 12:00,맑음,-2,1
서울,2024-03-02 00:00,맑음,-7,3
서울,2024-03-02 12:00,구름많음,-7,3
서울,2024-03-03 00:00,구름많음,-1,7
서울,2024-03-03 12:00,구름많음,-1,7
서울,2024-03-04 00:00,흐림,0,7
서울,2024-03-04 12:00,흐림,0,7
서울,2024-03-05 00:00,흐림,1,8
서울,2024-03-06 00:00,맑음,-1,6
서울,2024-03-07 00:00,맑음,-2,7
--------------------------------------------------인천,2024-02-29 00:00,흐리고 비,4,6
인천,2024-02-29 12:00,흐리고 비,4,6
인천,2024-03-01 00:00,맑음,-2,0
인천,2024-03-01 12:00,맑음,-2,0
인천,2024-03-02 00:00,맑음,-5,3
인천,2024-03-02 12:00,구름많음,-5,3
인천,2024-03-03 00:00,구름많음,0,6
인천,2024-03-03 12:00,구름많음,0,6
인천,2024-03-04 00:00,흐림,1,7
인천,2024-03-04 12:00,흐림,1,7
인천,2024-03-05 00:00,흐림,1,7
인천,2024-03-06 00:00,맑음,-1,5
인천,2024-03-07 00:00,맑음,-1,6
--------------------------------------------------수원,2024-02-29 00:00,흐리고 비,4,7
수원,2024-02-29 12:00,흐리고 비,4,7
수원,2024-03-01 00:00,맑음,-2,2
수원,2024-03-01 12:00,맑음,-2,2
수원,2024-03-02 00:00,맑음,-6,3
수원,2024-03-02 12:00,구름많음,-6,3
수원,2024-03-03 00:00,구름많음,-1,7
수원,2024-03-03 12:00,구름많음,-1,7
수원,2024-03-04 00:00,흐림,-1,8
수원,2024-03-04 12:00,흐림,-1,8
수원,2024-03-05 00:00,흐림,2,8
수원,2024-03-06 00:00,맑음,-1,7
수원,2024-03-07 00:00,맑음,-3,7
--------------------------------------------------파주,2024-02-29 00:00,흐리고 비,1,7
파주,2024-02-29 12:00,흐리고 비,1,7
파주,2024-03-01 00:00,맑음,-4,1
파주,2024-03-01 12:00,맑음,-4,1
파주,2024-03-02 00:00,맑음,-9,3
파주,2024-03-02 12:00,구름많음,-9,3
파주,2024-03-03 00:00,구름많음,-5,6
파주,2024-03-03 12:00,구름많음,-5,6
파주,2024-03-04 00:00,흐림,-3,7
파주,2024-03-04 12:00,흐림,-3,7
파주,2024-03-05 00:00,흐림,-1,8
파주,2024-03-06 00:00,맑음,-3,7
파주,2024-03-07 00:00,맑음,-4,7
--------------------------------------------------이천,2024-02-29 00:00,흐리고 비,3,8
이천,2024-02-29 12:00,흐리고 비,3,8
이천,2024-03-01 00:00,맑음,-1,3
이천,2024-03-01 12:00,맑음,-1,3
이천,2024-03-02 00:00,맑음,-7,3
이천,2024-03-02 12:00,구름많음,-7,3
이천,2024-03-03 00:00,구름많음,-3,7
이천,2024-03-03 12:00,구름많음,-3,7
이천,2024-03-04 00:00,흐림,-3,8
이천,2024-03-04 12:00,흐림,-3,8
이천,2024-03-05 00:00,흐림,0,8
이천,2024-03-06 00:00,맑음,-2,8
이천,2024-03-07 00:00,맑음,-3,7
--------------------------------------------------평택,2024-02-29 00:00,흐리고 비,4,7
평택,2024-02-29 12:00,흐리고 비,4,7
평택,2024-03-01 00:00,맑음,-2,2
평택,2024-03-01 12:00,맑음,-2,2
평택,2024-03-02 00:00,맑음,-6,3
평택,2024-03-02 12:00,구름많음,-6,3
평택,2024-03-03 00:00,구름많음,-1,8
평택,2024-03-03 12:00,구름많음,-1,8
평택,2024-03-04 00:00,흐림,0,8
평택,2024-03-04 12:00,흐림,0,8
평택,2024-03-05 00:00,흐림,2,9
평택,2024-03-06 00:00,맑음,-1,6
평택,2024-03-07 00:00,맑음,-2,8
--------------------------------------------------춘천,2024-02-29 00:00,흐리고 비/눈,1,7
춘천,2024-02-29 12:00,흐리고 비/눈,1,7
춘천,2024-03-01 00:00,구름많음,-3,3
춘천,2024-03-01 12:00,맑음,-3,3
춘천,2024-03-02 00:00,맑음,-8,4
춘천,2024-03-02 12:00,구름많음,-8,4
춘천,2024-03-03 00:00,구름많음,-5,7
춘천,2024-03-03 12:00,구름많음,-5,7
춘천,2024-03-04 00:00,흐림,-3,7
춘천,2024-03-04 12:00,흐림,-3,7
춘천,2024-03-05 00:00,흐림,0,7
춘천,2024-03-06 00:00,구름많음,-2,7
춘천,2024-03-07 00:00,맑음,-4,7
--------------------------------------------------원주,2024-02-29 00:00,흐리고 비/눈,3,8
원주,2024-02-29 12:00,흐리고 비/눈,3,8
원주,2024-03-01 00:00,구름많음,-2,3
원주,2024-03-01 12:00,맑음,-2,3
원주,2024-03-02 00:00,맑음,-7,3
원주,2024-03-02 12:00,구름많음,-7,3
원주,2024-03-03 00:00,구름많음,-4,7
원주,2024-03-03 12:00,구름많음,-4,7
원주,2024-03-04 00:00,흐림,-2,8
원주,2024-03-04 12:00,흐림,-2,8
원주,2024-03-05 00:00,흐림,1,8
원주,2024-03-06 00:00,구름많음,-1,7
원주,2024-03-07 00:00,맑음,-3,7
--------------------------------------------------강릉,2024-02-29 00:00,흐림,3,7
강릉,2024-02-29 12:00,흐리고 비/눈,3,7
강릉,2024-03-01 00:00,구름많음,1,5
강릉,2024-03-01 12:00,맑음,1,5
강릉,2024-03-02 00:00,맑음,-7,4
강릉,2024-03-02 12:00,구름많음,-7,4
강릉,2024-03-03 00:00,구름많음,-1,8
강릉,2024-03-03 12:00,구름많음,-1,8
강릉,2024-03-04 00:00,구름많음,1,8
강릉,2024-03-04 12:00,흐림,1,8
강릉,2024-03-05 00:00,흐림,1,5
강릉,2024-03-06 00:00,흐림,1,6
강릉,2024-03-07 00:00,맑음,-1,7
--------------------------------------------------대전,2024-02-29 00:00,흐리고 비,3,7
대전,2024-02-29 12:00,흐리고 비,3,7
대전,2024-03-01 00:00,구름많음,-1,4
대전,2024-03-01 12:00,맑음,-1,4
대전,2024-03-02 00:00,맑음,-7,4
대전,2024-03-02 12:00,구름많음,-7,4
대전,2024-03-03 00:00,구름많음,-2,8
대전,2024-03-03 12:00,구름많음,-2,8
대전,2024-03-04 00:00,흐림,0,8
대전,2024-03-04 12:00,흐림,0,8
대전,2024-03-05 00:00,흐림,2,8
대전,2024-03-06 00:00,구름많음,-1,7
대전,2024-03-07 00:00,맑음,-2,8
--------------------------------------------------세종,2024-02-29 00:00,흐리고 비,2,7
세종,2024-02-29 12:00,흐리고 비,2,7
세종,2024-03-01 00:00,구름많음,-2,3
세종,2024-03-01 12:00,맑음,-2,3
세종,2024-03-02 00:00,맑음,-7,3
세종,2024-03-02 12:00,구름많음,-7,3
세종,2024-03-03 00:00,구름많음,-2,8
세종,2024-03-03 12:00,구름많음,-2,8
세종,2024-03-04 00:00,흐림,-1,8
세종,2024-03-04 12:00,흐림,-1,8
세종,2024-03-05 00:00,흐림,2,8
세종,2024-03-06 00:00,구름많음,-2,6
세종,2024-03-07 00:00,맑음,-3,7
--------------------------------------------------홍성,2024-02-29 00:00,흐리고 비,3,7
홍성,2024-02-29 12:00,흐리고 비,3,7
홍성,2024-03-01 00:00,구름많음,-2,3
홍성,2024-03-01 12:00,맑음,-2,3
홍성,2024-03-02 00:00,맑음,-6,3
홍성,2024-03-02 12:00,구름많음,-6,3
홍성,2024-03-03 00:00,구름많음,-1,9
홍성,2024-03-03 12:00,구름많음,-1,9
홍성,2024-03-04 00:00,흐림,0,8
홍성,2024-03-04 12:00,흐림,0,8
홍성,2024-03-05 00:00,흐림,2,8
홍성,2024-03-06 00:00,구름많음,-2,6
홍성,2024-03-07 00:00,맑음,-2,8
--------------------------------------------------청주,2024-02-29 00:00,흐리고 비,4,7
청주,2024-02-29 12:00,흐리고 비,4,7
청주,2024-03-01 00:00,구름많음,-1,3
청주,2024-03-01 12:00,맑음,-1,3
청주,2024-03-02 00:00,맑음,-5,4
청주,2024-03-02 12:00,구름많음,-5,4
청주,2024-03-03 00:00,구름많음,-2,8
청주,2024-03-03 12:00,구름많음,-2,8
청주,2024-03-04 00:00,흐림,0,8
청주,2024-03-04 12:00,흐림,0,8
청주,2024-03-05 00:00,흐림,2,9
청주,2024-03-06 00:00,구름많음,0,7
청주,2024-03-07 00:00,맑음,-2,8
--------------------------------------------------충주,2024-02-29 00:00,흐리고 비,2,8
충주,2024-02-29 12:00,흐리고 비,2,8
충주,2024-03-01 00:00,구름많음,-2,3
충주,2024-03-01 12:00,맑음,-2,3
충주,2024-03-02 00:00,맑음,-7,3
충주,2024-03-02 12:00,구름많음,-7,3
충주,2024-03-03 00:00,구름많음,-3,7
충주,2024-03-03 12:00,구름많음,-3,7
충주,2024-03-04 00:00,흐림,-2,8
충주,2024-03-04 12:00,흐림,-2,8
충주,2024-03-05 00:00,흐림,1,8
충주,2024-03-06 00:00,구름많음,-2,6
충주,2024-03-07 00:00,맑음,-3,7
--------------------------------------------------영동,2024-02-29 00:00,흐리고 비,1,6
영동,2024-02-29 12:00,흐리고 비,1,6
영동,2024-03-01 00:00,구름많음,-2,4
영동,2024-03-01 12:00,맑음,-2,4
영동,2024-03-02 00:00,맑음,-8,4
영동,2024-03-02 12:00,구름많음,-8,4
영동,2024-03-03 00:00,구름많음,-4,8
영동,2024-03-03 12:00,구름많음,-4,8
영동,2024-03-04 00:00,흐림,-2,8
영동,2024-03-04 12:00,흐림,-2,8
영동,2024-03-05 00:00,흐림,2,8
영동,2024-03-06 00:00,구름많음,-2,7
영동,2024-03-07 00:00,맑음,-4,9
--------------------------------------------------광주,2024-02-29 00:00,흐리고 비,5,7
광주,2024-02-29 12:00,흐리고 비,5,7
광주,2024-03-01 00:00,구름많음,1,6
광주,2024-03-01 12:00,구름많음,1,6
광주,2024-03-02 00:00,맑음,-4,5
광주,2024-03-02 12:00,맑음,-4,5
광주,2024-03-03 00:00,구름많음,0,10
광주,2024-03-03 12:00,구름많음,0,10
광주,2024-03-04 00:00,흐림,1,11
광주,2024-03-04 12:00,흐림,1,11
광주,2024-03-05 00:00,흐리고 비,5,9
광주,2024-03-06 00:00,구름많음,1,8
광주,2024-03-07 00:00,맑음,0,10
